Daily soil climate at site boone in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
346,   3.50,   0.00,    0.6,    1.0,    1.0,    2.0,    3.4,    5.2,    6.2,    6.9,   0.48,   0.48,   0.55,   0.58,   0.33,   0.30,   0.30,   11.2,    9.7,   13.3,   20.5,   21.0,   21.0,  234.6,  203.2,  278.5,  428.3,  439.6,  438.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  42.79,   70.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
347,  -3.25,   0.00,    0.4,    0.9,    0.9,    1.9,    3.3,    5.0,    6.0,    6.7,   0.41,   0.41,   0.46,   0.50,   0.43,   0.32,   0.30,   15.6,   14.4,   13.0,   18.4,   20.6,   21.0,  326.4,  301.6,  271.3,  384.0,  431.4,  438.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  42.37,   69.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
348,  -5.25,  23.00,    0.3,    1.0,    1.0,    1.9,    3.2,    4.8,    5.8,    6.4,   0.37,   0.37,   0.40,   0.45,   0.47,   0.38,   0.31,   17.8,   16.9,   15.4,   16.1,   19.4,   20.8,  371.8,  353.0,  321.5,  336.5,  405.1,  433.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  65.04,   68.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
349,  -0.75,  33.00,    0.3,    1.2,    1.2,    2.0,    3.1,    4.7,    5.6,    6.3,   0.34,   0.34,   0.37,   0.41,   0.44,   0.43,   0.35,   19.0,   18.4,   17.0,   16.0,   17.7,   19.9,  398.2,  383.8,  356.0,  334.6,  369.2,  417.0,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  97.75,   67.4,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
350,  -1.00,   0.00,    0.3,    1.3,    1.3,    2.0,    3.1,    4.5,    5.4,    6.1,   0.32,   0.32,   0.34,   0.37,   0.41,   0.42,   0.39,   19.9,   19.3,   18.2,   17.0,   16.9,   18.7,  415.0,  404.0,  380.7,  356.0,  353.5,  390.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  97.43,   65.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
351,   2.75,  13.00,    0.5,    1.3,    1.3,    2.0,    3.1,    4.4,    5.3,    5.9,   0.55,   0.55,   0.60,   0.41,   0.40,   0.41,   0.41,    0.0,   14.6,   18.4,   17.9,   17.4,   17.8,    0.0,  305.5,  384.7,  373.5,  363.6,  371.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  96.89,   76.0,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
352,   4.00,   0.00,    0.4,    1.4,    1.4,    2.0,    3.0,    4.3,    5.2,    5.8,   0.42,   0.42,   0.47,   0.49,   0.40,   0.40,   0.40,   13.6,   12.7,   16.0,   18.0,   17.9,   17.7,  284.7,  265.1,  333.8,  375.8,  373.1,  369.9,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  96.48,   73.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
353,   0.25,   0.00,    0.3,    1.3,    1.3,    2.0,    3.0,    4.2,    5.0,    5.6,   0.37,   0.37,   0.40,   0.44,   0.42,   0.40,   0.40,   17.3,   16.5,   15.6,   17.5,   17.9,   17.9,  362.2,  344.6,  325.5,  366.3,  373.6,  373.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  96.16,   70.3,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
354,  -0.50,   0.00,    0.3,    1.3,    1.3,    2.0,    2.9,    4.2,    4.9,    5.5,   0.34,   0.34,   0.36,   0.40,   0.42,   0.41,   0.40,   19.0,   18.3,   17.2,   17.0,   17.7,   17.9,  396.5,  383.0,  360.2,  355.6,  369.9,  373.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  95.85,   67.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
355,  -3.00,   0.00,    0.3,    1.3,    1.3,    1.9,    2.9,    4.1,    4.8,    5.4,   0.32,   0.32,   0.34,   0.37,   0.40,   0.41,   0.41,   19.9,   19.4,   18.4,   17.5,   17.5,   17.8,  415.8,  405.4,  384.9,  366.2,  365.3,  371.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  95.55,   64.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
356,   1.75,   0.00,    0.4,    1.3,    1.3,    1.9,    2.8,    4.0,    4.7,    5.3,   0.30,   0.30,   0.32,   0.35,   0.38,   0.39,   0.40,   20.5,   20.1,   19.3,   18.3,   17.8,   17.7,  427.9,  419.9,  402.6,  381.6,  372.6,  370.3,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  95.17,   61.8,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
357,   5.50,   0.00,    0.5,    1.3,    1.3,    1.9,    2.8,    3.9,    4.6,    5.2,   0.29,   0.29,   0.31,   0.33,   0.36,   0.38,   0.39,   20.9,   20.6,   19.9,   18.9,   18.3,   18.0,  436.2,  429.9,  415.7,  395.3,  383.4,  376.4,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  94.69,   59.1,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
358,   8.25,  10.00,    0.5,    1.2,    1.2,    1.8,    2.7,    3.8,    4.5,    5.1,   0.49,   0.49,   0.52,   0.35,   0.35,   0.36,   0.37,    0.0,   15.4,   19.7,   19.4,   18.9,   18.5,    0.0,  322.3,  411.1,  406.1,  394.3,  385.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  91.19,   66.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
359,   7.75,   5.00,    0.5,    1.2,    1.2,    1.8,    2.7,    3.7,    4.5,    5.0,   0.48,   0.48,   0.52,   0.44,   0.35,   0.36,   0.36,    0.0,   10.7,   17.5,   19.5,   19.2,   18.9,    0.0,  222.9,  365.8,  406.8,  402.2,  395.5,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  88.19,   69.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
360,   2.50,   0.00,    0.3,    1.1,    1.1,    1.7,    2.6,    3.7,    4.4,    5.0,   0.39,   0.39,   0.43,   0.46,   0.38,   0.36,   0.36,   15.8,   14.9,   15.7,   19.0,   19.3,   19.2,  330.0,  311.6,  327.4,  396.6,  402.9,  401.2,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  87.88,   67.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
361,   2.50,   0.00,    0.4,    1.1,    1.1,    1.7,    2.5,    3.6,    4.3,    4.9,   0.35,   0.35,   0.38,   0.41,   0.41,   0.37,   0.36,   18.3,   17.6,   16.6,   18.0,   19.1,   19.2,  382.3,  367.1,  346.2,  376.0,  398.5,  402.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  87.50,   65.6,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
362,   2.50,   0.00,    0.6,    1.1,    1.1,    1.7,    2.5,    3.5,    4.2,    4.8,   0.32,   0.32,   0.35,   0.38,   0.40,   0.39,   0.36,   19.5,   19.0,   18.0,   17.5,   18.5,   19.1,  408.0,  396.3,  375.5,  365.5,  387.3,  399.8,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  86.91,   63.7,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
363,   5.00,   0.00,    0.7,    1.1,    1.1,    1.6,    2.4,    3.5,    4.2,    4.7,   0.31,   0.31,   0.33,   0.35,   0.38,   0.39,   0.38,   20.2,   19.8,   19.0,   18.1,   18.1,   18.8,  423.2,  414.3,  396.4,  378.7,  378.5,  393.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  86.21,   61.5,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
364,   7.00,   0.00,    0.6,    1.0,    1.0,    1.6,    2.4,    3.4,    4.1,    4.7,   0.30,   0.30,   0.31,   0.33,   0.36,   0.37,   0.38,   20.7,   20.4,   19.7,   18.8,   18.4,   18.5,  433.2,  426.3,  411.5,  392.9,  385.0,  386.6,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  84.65,   59.2,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
365,   4.75,   0.00,    0.4,    1.0,    1.0,    1.6,    2.4,    3.4,    4.0,    4.6,   0.29,   0.29,   0.30,   0.32,   0.34,   0.36,   0.37,   21.1,   20.8,   20.2,   19.4,   18.9,   18.6,  440.2,  434.8,  422.7,  405.1,  395.0,  389.7,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,  83.73,   56.9,  57.03,   5.90,   5.90,   5.90,   5.90,   5.90,   5.90,   0.00
