Daily soil climate at site FarmTest1 in year 1
,,,,Soil_temperature,,,,,,,Soil_moisture(wfps),,,,,,,Soil_oxygen(kg O2/layer),,,,,,Soil_Eh(mv),,,,,,WT(m), Ice(wfps),,,,,,Ice,Snowpack,SoilWater,DeepWater,Soil_pH,,,,,,SurfaceWaterT
Day,Temp.(C),Prec.(mm),PET,1,5,10,20,30,40,50,1,5,10,20,30,40,50,1,10,20,30,40,50,1,10,20,30,40,50,,1,10,20,30,40,50,(mm),(mm),(mm),(mm),1,10,20,30,40,50, degreeC

341,  -4.16,   0.00,    0.5,    0.0,    0.3,    0.8,    2.1,    3.1,    0.8,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.06,  12.34,   11.8,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
342,  -6.11,   1.80,    0.5,    0.0,    0.3,    0.8,    2.1,    3.0,    0.8,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.31,  13.69,   11.5,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
343, -11.94,   0.00,    0.4,   -0.2,    0.1,    0.7,    2.0,    2.9,    0.6,    8.0,   0.00,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.0,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   34.5,   22.5,   13.0,    7.8,    5.1,-9.9900,   5.12,   0.00,   0.00,   0.00,   0.00,   0.00,   1.06,  13.32,   10.8,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
344,   1.12,   5.30,    0.8,    0.3,    0.5,    0.9,    2.0,    3.1,    1.1,    8.1,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.0,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   34.5,   22.5,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.49,  12.53,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
345,   3.33,   2.80,    0.9,    0.4,    0.6,    1.0,    2.1,    3.1,    1.1,    8.1,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.39,  11.62,   11.4,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
346,  -3.34,   4.60,    0.4,    0.1,    0.4,    0.9,    2.1,    3.1,    0.8,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.50,  15.87,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
347,  -3.34,   6.90,    0.3,    0.2,    0.4,    0.9,    2.1,    3.1,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.55,  22.48,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
348, -10.56,   0.00,    0.4,    0.1,    0.3,    0.8,    2.1,    3.0,    0.8,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.55,  22.07,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
349,  -0.56,   0.30,    0.7,    0.3,    0.5,    0.9,    2.1,    3.1,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.53,  21.71,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
350,   6.95,   3.30,    0.8,    0.4,    0.6,    1.0,    2.2,    3.1,    1.1,    8.1,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.46,  20.90,   11.4,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
351,  -2.50,   1.00,    0.5,    0.2,    0.5,    1.0,    2.2,    3.1,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.51,  21.44,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
352,  -1.66,  13.20,    0.3,    0.3,    0.5,    1.0,    2.2,    3.1,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.51,  34.38,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
353,  -1.39,   0.00,    0.4,    0.3,    0.5,    1.0,    2.2,    3.1,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.52,  33.94,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
354,  -6.95,  14.50,    0.2,    0.4,    0.6,    1.0,    2.2,    3.1,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.55,  48.21,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
355, -11.11,   0.00,    0.2,    0.3,    0.6,    1.0,    2.2,    3.1,    0.8,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.55,  47.98,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
356,  -5.28,   8.60,    0.3,    0.4,    0.7,    1.1,    2.2,    3.1,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.55,  56.31,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
357, -10.00,   2.30,    0.2,    0.4,    0.7,    1.1,    2.2,    3.1,    0.8,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.55,  58.43,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
358,  -6.39,   1.00,    0.3,    0.5,    0.7,    1.1,    2.2,    3.1,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.55,  59.16,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
359,   3.33,   3.30,    0.5,    0.5,    0.7,    1.2,    2.3,    3.2,    1.0,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.53,  58.66,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
360,   1.66,   0.00,    0.4,    0.5,    0.7,    1.2,    2.3,    3.2,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.53,  58.25,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
361,  -0.28,   1.00,    0.3,    0.5,    0.7,    1.2,    2.3,    3.2,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.52,  58.91,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
362,   6.94,  16.50,    0.5,    0.6,    0.8,    1.2,    2.3,    3.2,    1.0,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.0,    0.1,    0.1,    0.0,    0.0,    0.0,    0.0,   34.5,   22.5,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.50,  57.33,   11.3,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
363,   9.17,   0.00,    0.9,    0.6,    0.8,    1.2,    2.3,    3.2,    1.0,    8.1,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.46,  54.80,   11.4,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
364,   2.22,   0.00,    0.5,    0.5,    0.8,    1.2,    2.3,    3.2,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.45,  54.35,   11.4,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
365,  -0.28,   1.00,    0.4,    0.5,    0.7,    1.2,    2.3,    3.2,    0.9,    8.0,   0.92,   0.93,   0.94,   0.97,   0.98,   0.99,   0.99,    0.1,    0.1,    0.1,    0.0,    0.0,    0.0,   48.7,   40.6,   22.6,   13.0,    7.8,    5.1,-9.9900,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.45,  54.97,   11.4,  15.07,   1.00,   1.00,   1.00,   1.00,   1.00,   1.00,   0.00
