Daily manure biogeochemistry in feedlot at FarmTest1 in year 1
Units: per feedlot

Day,AnimalType,Heads,Milk,MeatGain,FecesC,UrineC,BeddingC,Floor-CO2,Gutter-CO2,Floor-CH4,Gutter-CH4,Floor-MOC,Gutter-MOC,Floor-DOC,Gutter-DOC,Removed_FloorC,Removed_GutterC,Feedlot_RunoffC,FecesN,UrineN,BeddingN,Floor-NH3,Gutter-NH3,Floor-N2O,Gutter-N2O,Floor-MON,Gutter-MON,Floor-urea,Gutter-urea,Floor-NH4,Gutter-NH4,Floor-NO3,Gutter-NO3,Removed_FloorN,Removed_GutterN,Feedlot_Runoff_ON,Feedlot_Runoff_IN,FecesP,UrineP,ManureP,Removed_FloorP,Removed_GutterP,Feedlot_runoff_P,FecesH2O,UrineH2O,HouseEV,Floor-water,Gutter-water,Removed_FloorH2O,Removed_GutterH2O,Floor_runoffH2O,Floor-temp,Gutter-temp,Floor_mois,Gutter-mois, Pen_soil_wfps,Floor-pH,Gutter-pH,Floor-Eh,Gutter-Eh,floor-leach-water,floor-leach-urea,floor-leach-NH4,floor-leach-NO3,floor-leach-DOC
   ,          ,     ,kg  ,kg DM   ,kgC   ,kgC   ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC,kgC         ,kgC        ,kgN   ,kgN   ,kgN     ,kgN     ,kgN     ,kgN      ,kgN      ,kgN       ,kgN     ,kgN      ,kgN      ,kgN      ,kgN         ,kgN          ,kgN      ,kgN, kgN,kgN         ,kgN     ,kgP   ,kgP   ,kgP    ,kgP ,kgP ,kgP  ,kgWater ,kgWater ,kgWater,kgWater       ,kgWater      ,kgWater,kgWater,kgWater,,          ,WFPS,WFPS,WFPS,    ,,,,kgWater,kgN,kgN,kgN,kgC

 34,  0,   0.00,   0.00,   0.00, 652.04, 296.38,   0.00,   3.89,   1.19,   0.00,   5.57,   0.00,   0.00,   0.00,   0.00,-577.02,-353.63,   0.00,  23.30,  69.90,   0.00,   3.67,   0.54, 0.0003, 0.0084,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.94, -59.96,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3678.54,14714.16, 714.84,   0.00,   0.00, -20.87,-17656.99,   0.00,  10.14,  20.14,   0.02,   1.00,   0.30,  11.00,  10.24, 491.66,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 35,  0,   0.00,   0.00,   0.00, 650.80, 292.14,   0.00,   3.88,   1.27,   0.00,   6.12,   0.00,   0.00,   0.00,   0.00,-575.19,-348.69,   0.00,  23.00,  68.90,   0.00,   3.77,   0.54, 0.0004, 0.0088,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.40, -59.09,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3671.52,14686.08, 660.87,   0.00,   0.00, -73.43,-17623.30,   0.00,  10.56,  20.56,   0.06,   1.00,   0.30,  10.99,  10.22, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 36,  0,   0.00,   0.00,   0.00, 646.28, 294.68,   0.00,   4.19,   1.66,   0.00,   8.91,   0.00,   0.00,   0.00,   0.00,-571.83,-343.30,   0.00,  23.20,  69.50,   0.00,   3.25,   0.61, 0.0009, 0.0112,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.21, -59.52,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3646.10,14584.40,   0.00,   0.00,   0.00,-729.22,-17501.28,   0.00,  12.23,  22.23,   0.59,   1.00,   0.30,   9.95,  10.18, 206.27,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 37,  0,   0.00,   0.00,   0.00, 645.24, 290.86,   0.00,   3.88,   1.27,   0.00,   6.12,   0.00,   0.00,   0.00,   0.00,-570.55,-346.57,   0.00,  22.90,  68.60,   0.00,   2.77,   0.54, 0.0004, 0.0088,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.27, -58.83,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3640.16,14560.64,   0.00,   0.00,   0.00,-728.03,-17472.77,   0.00,  10.56,  20.56,   0.59,   1.00,   0.30,   9.99,  10.22, 205.93,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 38,  0,   0.00,   0.00,   0.00, 646.36, 295.53,   0.00,   3.70,   0.97,   0.00,   4.31,   0.00,   0.00,   0.00,   0.00,-572.50,-354.84,   0.00,  23.20,  69.70,   0.00,   3.26,   0.50, 0.0000, 0.0069,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.24, -59.83,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3646.46,14585.84, 652.08,   0.00,   0.00, -77.21,-17503.01,   0.00,   9.03,  19.03,   0.06,   1.00,   0.30,  11.00,  10.27, 468.91,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 39,  0,   0.00,   0.00,   0.00, 652.72, 294.68,   0.00,   3.69,   0.97,   0.00,   4.31,   0.00,   0.00,   0.00,   0.00,-577.43,-355.43,   0.00,  23.20,  69.50,   0.00,   3.25,   0.50, 0.0000, 0.0069,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.21, -59.68,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3682.46,14729.84, 662.84,   0.00,   0.00, -73.65,-17675.81,   0.00,   9.03,  19.03,   0.06,   1.00,   0.30,  11.00,  10.27, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 40,  0,   0.00,   0.00,   0.00, 653.88, 299.77,   0.00,   3.94,   1.19,   0.00,   5.58,   0.00,   0.00,   0.00,   0.00,-579.14,-356.70,   0.00,  23.60,  70.70,   0.00,   3.39,   0.55, 0.0003, 0.0085,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.63, -60.65,   0.00,   0.00,   3.02,   0.09,   0.00,  -3.11,   0.00,   0.00,3688.96,14755.84, 476.44,   0.00,   0.00,-261.35,-17707.01,   0.00,  10.14,  20.14,   0.21,   1.00,   0.30,  10.47,  10.25, 396.01,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 41,  0,   0.00,   0.00,   0.00, 653.24, 295.53,   0.00,   3.32,   0.61,   0.00,   2.46,   0.00,   0.00,   0.00,   0.00,-578.39,-360.77,   0.00,  23.20,  69.70,   0.00,   2.27,   0.42, 0.0000, 0.0037,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.23, -59.95,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3685.32,14741.28, 542.24,   0.00,   0.00,-194.82,-17689.54,   0.00,   6.67,  16.67,   0.16,   1.00,   0.30,  10.68,  10.34, 422.30,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 42,  0,   0.00,   0.00,   0.00, 645.48, 289.59,   0.00,   2.95,   0.39,   0.00,   1.57,   0.00,   0.00,   0.00,   0.00,-571.36,-356.74,   0.00,  22.80,  68.30,   0.00,   1.70,   0.34, 0.0000, 0.0012,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.20, -58.84,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3641.54,14566.16, 655.48,   0.00,   0.00, -72.83,-17479.39,   0.00,   4.86,  14.86,   0.06,   1.00,   0.30,  11.00,  10.38, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 43,  0,   0.00,   0.00,   0.00, 647.08, 294.26,   0.00,   3.05,   0.42,   0.00,   1.69,   0.00,   0.00,   0.00,   0.00,-573.50,-360.49,   0.00,  23.10,  69.40,   0.00,   1.38,   0.36, 0.0000, 0.0016,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.98, -59.76,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3650.72,14602.88,   0.00,   0.00,   0.00,-730.14,-17523.46,   0.00,   5.14,  15.14,   0.59,   1.00,   0.30,  10.15,  10.38, 206.18,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 44,  0,   0.00,   0.00,   0.00, 646.08, 290.44,   0.00,   3.50,   0.83,   0.00,   3.54,   0.00,   0.00,   0.00,   0.00,-571.50,-352.59,   0.00,  22.80,  68.50,   0.00,   2.16,   0.46, 0.0000, 0.0056,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.78, -58.84,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3644.92,14579.68,   0.00,   0.00,   0.00,-728.98,-17495.62,   0.00,   8.19,  18.19,   0.59,   1.00,   0.30,  10.06,  10.29, 205.85,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 45,  0,   0.00,   0.00,   0.00, 647.16, 295.53,   0.00,   3.52,   0.79,   0.00,   3.32,   0.00,   0.00,   0.00,   0.00,-573.31,-357.42,   0.00,  23.20,  69.70,   0.00,   2.85,   0.46, 0.0000, 0.0054,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.65, -59.89,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3651.14,14604.56, 672.45,   0.00,   0.00, -57.78,-17525.47,   0.00,   7.92,  17.92,   0.05,   1.00,   0.30,  11.00,  10.30, 476.76,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 46,  0,   0.00,   0.00,   0.00, 653.24, 295.10,   0.00,   3.60,   0.88,   0.00,   3.79,   0.00,   0.00,   0.00,   0.00,-578.01,-357.15,   0.00,  23.20,  69.60,   0.00,   3.05,   0.48, 0.0000, 0.0061,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.43, -59.78,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3685.28,14741.12, 663.35,   0.00,   0.00, -73.71,-17689.34,   0.00,   8.48,  18.48,   0.06,   1.00,   0.30,  11.00,  10.29, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 47,  0,   0.00,   0.00,   0.00, 654.36, 299.77,   0.00,   3.31,   0.56,   0.00,   2.22,   0.00,   0.00,   0.00,   0.00,-580.16,-364.99,   0.00,  23.60,  70.70,   0.00,   2.00,   0.41, 0.0000, 0.0031,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -31.02, -60.84,   0.00,   0.00,   3.02,   0.09,   0.00,  -3.11,   0.00,   0.00,3691.76,14767.04, 373.42,   0.00,   0.00,-364.93,-17720.45,   0.00,   6.25,  16.25,   0.29,   1.00,   0.30,  10.43,  10.36, 354.89,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 48,  0,   0.00,   0.00,   0.00, 647.76, 294.26,   0.00,   3.72,   1.03,   0.00,   4.60,   0.00,   0.00,   0.00,   0.00,-573.34,-353.42,   0.00,  23.10,  69.40,   0.00,   3.34,   0.50, 0.0001, 0.0072,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.02, -59.56,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3654.38,14617.52, 657.79,   0.00,   0.00, -73.09,-17541.03,   0.00,   9.31,  19.31,   0.06,   1.00,   0.30,  11.00,  10.26, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 49,  0,   0.00,   0.00,   0.00, 646.48, 290.02,   0.00,   4.26,   1.94,   0.00,  11.37,   0.00,   0.00,   0.00,   0.00,-570.93,-333.98,   0.00,  22.80,  68.40,   0.00,   4.72,   0.63, 0.0011, 0.0125,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.19, -58.52,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3647.28,14589.12, 656.51,   0.00,   0.00, -72.95,-17506.94,   0.00,  13.34,  23.33,   0.06,   1.00,   0.30,  10.91,  10.14, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 50,  0,   0.00,   0.00,   0.00, 648.16, 294.68,   0.00,   3.60,   0.88,   0.00,   3.78,   0.00,   0.00,   0.00,   0.00,-573.87,-355.81,   0.00,  23.20,  69.50,   0.00,   3.04,   0.48, 0.0000, 0.0061,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.42, -59.70,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3656.66,14626.64, 658.20,   0.00,   0.00, -73.13,-17551.97,   0.00,   8.47,  18.47,   0.06,   1.00,   0.30,  11.00,  10.29, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 51,  0,   0.00,   0.00,   0.00, 647.44, 290.44,   0.00,   3.32,   0.67,   0.00,   2.72,   0.00,   0.00,   0.00,   0.00,-572.73,-354.90,   0.00,  22.80,  68.50,   0.00,   2.50,   0.42, 0.0000, 0.0042,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.44, -58.90,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3652.62,14610.48, 657.47,   0.00,   0.00, -73.05,-17532.58,   0.00,   7.09,  17.08,   0.06,   1.00,   0.30,  11.00,  10.32, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 52,  0,   0.00,   0.00,   0.00, 648.00, 295.10,   0.00,   3.22,   0.54,   0.00,   2.15,   0.00,   0.00,   0.00,   0.00,-574.20,-360.18,   0.00,  23.20,  69.60,   0.00,   2.18,   0.39, 0.0000, 0.0029,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.30, -59.90,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3655.88,14623.52, 658.06,   0.00,   0.00, -73.12,-17548.22,   0.00,   6.11,  16.11,   0.06,   1.00,   0.30,  11.00,  10.35, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 53,  0,   0.00,   0.00,   0.00, 654.48, 294.68,   0.00,   3.47,   0.75,   0.00,   3.11,   0.00,   0.00,   0.00,   0.00,-579.08,-358.73,   0.00,  23.20,  69.50,   0.00,   2.32,   0.45, 0.0000, 0.0050,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.14, -59.74,   0.00,   0.00,   3.02,   0.09,   0.00,  -3.11,   0.00,   0.00,3692.42,14769.68, 305.61,   0.00,   0.00,-432.87,-17723.62,   0.00,   7.64,  17.64,   0.34,   1.00,   0.30,  10.31,  10.31, 327.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 54,  0,   0.00,   0.00,   0.00, 648.96, 297.22,   0.00,   3.36,   0.63,   0.00,   2.54,   0.00,   0.00,   0.00,   0.00,-575.25,-361.06,   0.00,  23.40,  70.10,   0.00,   2.45,   0.42, 0.0000, 0.0039,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.29, -60.30,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3661.30,14645.20, 659.03,   0.00,   0.00, -73.23,-17574.24,   0.00,   6.81,  16.81,   0.06,   1.00,   0.30,  11.00,  10.34, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 55,  0,   0.00,   0.00,   0.00, 648.36, 292.98,   0.00,   3.62,   0.92,   0.00,   4.04,   0.00,   0.00,   0.00,   0.00,-573.67,-353.87,   0.00,  23.00,  69.10,   0.00,   3.12,   0.48, 0.0000, 0.0064,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.09, -59.33,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3657.80,14631.20, 658.40,   0.00,   0.00, -73.16,-17557.44,   0.00,   8.75,  18.75,   0.06,   1.00,   0.30,  11.00,  10.28, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 56,  0,   0.00,   0.00,   0.00, 649.52, 298.07,   0.00,   3.67,   0.90,   0.00,   3.92,   0.00,   0.00,   0.00,   0.00,-575.56,-358.47,   0.00,  23.40,  70.30,   0.00,   3.13,   0.49, 0.0000, 0.0064,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.65, -60.37,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3664.28,14657.12, 659.57,   0.00,   0.00, -73.29,-17588.54,   0.00,   8.61,  18.61,   0.06,   1.00,   0.30,  11.00,  10.29, 470.65,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 57,  0,   0.00,   0.00,   0.00, 649.00, 294.68,   0.00,   3.74,   1.03,   0.00,   4.60,   0.00,   0.00,   0.00,   0.00,-574.45,-354.00,   0.00,  23.20,  69.50,   0.00,   2.49,   0.51, 0.0001, 0.0072,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.97, -59.66,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3661.52,14646.08,   0.00,   0.00,   0.00,-732.30,-17575.30,   0.00,   9.31,  19.31,   0.59,   1.00,   0.30,  10.03,  10.26, 206.13,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 58,  0,   0.00,   0.00,   0.00, 648.44, 291.29,   0.00,   3.31,   0.65,   0.00,   2.62,   0.00,   0.00,   0.00,   0.00,-573.71,-356.01,   0.00,  22.90,  68.70,   0.00,   2.45,   0.42, 0.0000, 0.0040,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.61, -59.08,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3658.34,14633.36, 658.50,   0.00,   0.00, -73.17,-17560.03,   0.00,   6.94,  16.94,   0.06,   1.00,   0.30,  11.00,  10.32, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 59,  0,   0.00,   0.00,   0.00, 649.04, 295.53,   0.00,   2.85,   0.31,   0.00,   1.22,   0.00,   0.00,   0.00,   0.00,-575.49,-363.09,   0.00,  23.20,  69.70,   0.00,   1.38,   0.32, 0.0000, 0.0000,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -31.12, -60.08,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3661.64,14646.56, 659.10,   0.00,   0.00, -73.23,-17575.87,   0.00,   3.89,  13.89,   0.06,   1.00,   0.30,  11.00,  10.41, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 60,  0,   0.00,   0.00,   0.00, 648.80, 292.14,   0.00,   2.91,   0.35,   0.00,   1.41,   0.00,   0.00,   0.00,   0.00,-574.56,-359.84,   0.00,  23.00,  68.90,   0.00,   1.56,   0.33, 0.0000, 0.0006,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.62, -59.38,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3660.40,14641.60, 615.68,   0.00,   0.00,-116.40,-17569.92,   0.00,   4.45,  14.44,   0.09,   1.00,   0.30,  10.96,  10.39, 453.24,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 61,  0,   0.00,   0.00,   0.00, 649.96, 297.22,   0.00,   3.75,   1.00,   0.00,   4.46,   0.00,   0.00,   0.00,   0.00,-575.67,-356.57,   0.00,  23.40,  70.10,   0.00,   3.33,   0.51, 0.0000, 0.0071,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.41, -60.18,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3666.76,14667.04, 660.02,   0.00,   0.00, -73.34,-17600.45,   0.00,   9.17,  19.17,   0.06,   1.00,   0.30,  11.00,  10.27, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 62,  0,   0.00,   0.00,   0.00, 649.44, 293.83,   0.00,   3.52,   0.81,   0.00,   3.43,   0.00,   0.00,   0.00,   0.00,-574.80,-356.25,   0.00,  23.10,  69.30,   0.00,   2.88,   0.46, 0.0000, 0.0055,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.46, -59.54,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3663.90,14655.60, 659.50,   0.00,   0.00, -73.28,-17586.72,   0.00,   8.06,  18.06,   0.06,   1.00,   0.30,  11.00,  10.30, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 63,  0,   0.00,   0.00,   0.00, 650.60, 298.50,   0.00,   4.36,   1.83,   0.00,  10.40,   0.00,   0.00,   0.00,   0.00,-575.83,-343.79,   0.00,  23.50,  70.40,   0.00,   4.72,   0.64, 0.0010, 0.0123,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.15, -60.26,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3670.38,14681.52, 660.67,   0.00,   0.00, -73.41,-17617.82,   0.00,  12.92,  22.92,   0.06,   1.00,   0.30,  10.94,  10.17, 470.65,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 64,  0,   0.00,   0.00,   0.00, 650.08, 295.10,   0.00,   4.26,   1.76,   0.00,   9.76,   0.00,   0.00,   0.00,   0.00,-574.89,-342.45,   0.00,  23.20,  69.60,   0.00,   3.36,   0.62, 0.0010, 0.0117,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.11, -59.58,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3667.64,14670.56,   0.00,   0.00,   0.00,-733.53,-17604.67,   0.00,  12.64,  22.64,   0.59,   1.00,   0.30,   9.94,  10.17, 206.13,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 65,  0,   0.00,   0.00,   0.00, 649.40, 291.29,   0.00,   3.77,   1.13,   0.00,   5.22,   0.00,   0.00,   0.00,   0.00,-574.06,-349.87,   0.00,  22.90,  68.70,   0.00,   2.59,   0.52, 0.0002, 0.0079,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.46, -58.94,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3663.82,14655.28,   0.00,   0.00,   0.00,-732.76,-17586.34,   0.00,   9.86,  19.86,   0.59,   1.00,   0.30,  10.01,  10.24, 205.77,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 66,  0,   0.00,   0.00,   0.00, 643.36, 292.98,   0.00,   3.81,   1.16,   0.00,   5.39,   0.00,   0.00,   0.00,   0.00,-569.48,-349.61,   0.00,  23.00,  69.10,   0.00,   3.58,   0.53, 0.0003, 0.0081,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.64, -59.27,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3629.52,14518.08, 653.31,   0.00,   0.00, -72.59,-17421.70,   0.00,  10.00,  20.00,   0.06,   1.00,   0.30,  11.00,  10.24, 470.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 67,  0,   0.00,   0.00,   0.00, 649.36, 292.56,   0.00,   3.90,   1.27,   0.00,   6.12,   0.00,   0.00,   0.00,   0.00,-574.16,-348.74,   0.00,  23.00,  69.00,   0.00,   2.79,   0.54, 0.0004, 0.0089,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.41, -59.17,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3663.56,14654.24,   0.00,   0.00,   0.00,-732.71,-17585.09,   0.00,  10.56,  20.56,   0.59,   1.00,   0.30,   9.99,  10.22, 205.90,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 68,  0,   0.00,   0.00,   0.00, 650.52, 297.65,   0.00,   3.78,   1.03,   0.00,   4.60,   0.00,   0.00,   0.00,   0.00,-576.22,-356.67,   0.00,  23.40,  70.20,   0.00,   2.52,   0.51, 0.0001, 0.0073,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.24, -60.26,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3669.96,14679.84,   0.00,   0.00,   0.00,-733.99,-17615.81,   0.00,   9.31,  19.31,   0.59,   1.00,   0.30,  10.04,  10.27, 206.38,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 69,  0,   0.00,   0.00,   0.00, 650.04, 294.26,   0.00,   3.44,   0.72,   0.00,   3.00,   0.00,   0.00,   0.00,   0.00,-575.45,-357.76,   0.00,  23.10,  69.40,   0.00,   2.68,   0.44, 0.0000, 0.0048,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.68, -59.65,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3667.32,14669.28, 660.12,   0.00,   0.00, -73.35,-17603.13,   0.00,   7.50,  17.50,   0.06,   1.00,   0.30,  11.00,  10.31, 470.60,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 70,  0,   0.00,   0.00,   0.00, 651.20, 298.92,   0.00,   3.52,   0.75,   0.00,   3.11,   0.00,   0.00,   0.00,   0.00,-577.22,-361.46,   0.00,  23.50,  70.50,   0.00,   2.78,   0.46, 0.0000, 0.0050,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.12, -60.59,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3673.84,14695.36, 661.29,   0.00,   0.00, -73.48,-17634.43,   0.00,   7.64,  17.64,   0.06,   1.00,   0.30,  11.00,  10.31, 470.65,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 71,  0,   0.00,   0.00,   0.00, 650.60, 295.10,   0.00,   3.78,   1.08,   0.00,   4.90,   0.00,   0.00,   0.00,   0.00,-575.73,-353.94,   0.00,  23.20,  69.60,   0.00,   3.45,   0.52, 0.0002, 0.0076,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.03, -59.73,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3670.42,14681.68, 660.68,   0.00,   0.00, -73.41,-17618.02,   0.00,   9.58,  19.58,   0.06,   1.00,   0.30,  11.00,  10.26, 470.61,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
 72,  0,   0.00,   0.00,   0.00, 643.88, 289.17,   0.00,   3.56,   0.92,   0.00,   4.03,   0.00,   0.00,   0.00,   0.00,-569.38,-349.93,   0.00,  22.70,  68.20,   0.00,   3.08,   0.48, 0.0000, 0.0064,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.72, -58.56,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3632.60,14530.40, 653.87,   0.00,   0.00, -72.65,-17436.48,   0.00,   8.75,  18.75,   0.06,   1.00,   0.30,  11.00,  10.27, 470.58,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
