Daily lagoon/slurry C and N dynamics at FarmTest1 in year 1
Unit: per lagoon

Day,T_air,T_1cm,T_20cm,T_40cm,T_60cm,T_80cm,CO2-flux,CH4-flux,MOC-pool,DOC-pool,Removed_C,NH3-flux,N2O-flux,NO-flux,N2-flux,MON-pool,Urea-pool,NH4-pool,NO3-pool,NH3-pool,NO2-pool,NO-pool,N2O-pool,N2-pool,Removed_N,Evaporation,Water-pool,Removed_water,Lagoon_P,Removed_P,Crust-C
257,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,70.1075,40.6346,19420.35,6966.65,   0.00,42.2328,0.19210,0.00000,1.90177, 365.96,   0.00, 516.88, 320.81, 380.10,   0.00,   0.00,   0.00,   0.00,   0.00,23010.74,988151.34,   0.00,   0.00,   0.00,1682.60
258,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.0155,40.3202,19492.38,6912.75,   0.00,42.0675,0.20302,0.00000,2.01096, 370.14,   0.00, 514.84, 331.62, 378.61,   0.00,   0.00,   0.00,   0.00,   0.00,26635.77,1020549.56,   0.00,   0.00,   0.00,1711.94
259,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6452,40.4266,19636.86,6930.99,   0.00,41.9134,0.18122,0.00000,1.82493, 374.40,   0.00, 512.94, 342.68, 377.22,   0.00,   0.00,   0.00,   0.00,   0.00,20733.96,1017293.94,   0.00,   0.00,   0.00,1741.50
260,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.8056,40.8520,19835.89,7003.93,   0.00,41.7455,0.14186,0.00000,1.48191, 378.61,   0.00, 510.87, 354.13, 375.71,   0.00,   0.00,   0.00,   0.00,   0.00,12341.23,1022416.45,   0.00,   0.00,   0.00,1771.36
261,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.9063,41.2499,20030.39,7072.14,   0.00,41.6230,0.15100,0.00000,1.57469, 382.88,   0.00, 509.37, 365.47, 374.61,   0.00,   0.00,   0.00,   0.00,   0.00,13850.85,1026059.58,   0.00,   0.00,   0.00,1801.51
262,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.0658,41.6921,20232.37,7147.96,   0.00,41.4819,0.13958,0.00000,1.48319, 387.11,   0.00, 507.63, 376.87, 373.34,   0.00,   0.00,   0.00,   0.00,   0.00,11740.16,1031800.45,   0.00,   0.00,   0.00,1831.96
263,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.3261,42.2037,20447.66,7235.67,   0.00,41.4099,0.13575,0.00000,1.45909, 391.46,   0.00, 506.74, 388.36, 372.69,   0.00,   0.00,   0.00,   0.00,   0.00,10267.22,1039209.61,   0.00,   0.00,   0.00,1862.73
264,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.2481,42.5192,20627.95,7289.76,   0.00,41.2890,0.15832,0.00000,1.67349, 395.70,   0.00, 505.26, 399.49, 371.60,   0.00,   0.00,   0.00,   0.00,   0.00,15684.49,1041018.14,   0.00,   0.00,   0.00,1893.78
265,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.2748,42.9074,20820.46,7356.32,   0.00,41.1466,0.14395,0.00000,1.55531, 399.88,   0.00, 503.52, 410.72, 370.32,   0.00,   0.00,   0.00,   0.00,   0.00,12935.62,1045545.89,   0.00,   0.00,   0.00,1925.11
266,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.3899,43.3587,21024.06,7433.68,   0.00,41.0535,0.13922,0.00000,1.52321, 404.13,   0.00, 502.38, 422.00, 369.48,   0.00,   0.00,   0.00,   0.00,   0.00,11441.24,1051612.46,   0.00,   0.00,   0.00,1956.75
267,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.4335,43.7752,21221.61,7505.10,   0.00,40.9391,0.14053,0.00000,1.54617, 408.33,   0.00, 500.98, 433.19, 368.45,   0.00,   0.00,   0.00,   0.00,   0.00,12040.17,1057066.56,   0.00,   0.00,   0.00,1988.69
268,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.3444,44.1159,21406.32,7563.50,   0.00,40.8666,0.15668,0.00000,1.70178, 412.59,   0.00, 500.10, 444.21, 367.80,   0.00,   0.00,   0.00,   0.00,   0.00,15062.34,1059528.73,   0.00,   0.00,   0.00,2020.90
269,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.1229,44.3801,21577.78,7608.81,   0.00,40.7680,0.16181,0.00000,1.75882, 416.80,   0.00, 498.90, 455.10, 366.91,   0.00,   0.00,   0.00,   0.00,   0.00,16624.26,1060410.65,   0.00,   0.00,   0.00,2053.37
270,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,69.1766,44.8286,21781.08,7685.69,   0.00,40.7180,0.14164,0.00000,1.58763, 421.08,   0.00, 498.29, 466.22, 366.46,   0.00,   0.00,   0.00,   0.00,   0.00,11729.47,1073427.96,   0.00,   0.00,   0.00,2086.15
271,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.9591,45.1105,21955.60,7734.02,   0.00,40.6742,0.16120,0.00000,1.77442, 425.30,   0.00, 497.76, 477.07, 366.07,   0.00,   0.00,   0.00,   0.00,   0.00,16298.95,1153049.02,   0.00,   0.00,   0.00,2119.19
272,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6635,45.3484,22122.31,7774.82,   0.00,40.5679,0.16180,0.00000,1.79065, 429.46,   0.00, 496.47, 487.83, 365.11,   0.00,   0.00,   0.00,   0.00,   0.00,16927.95,1153607.08,   0.00,   0.00,   0.00,2152.47
273,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.7080,45.8190,22329.21,7855.49,   0.00,40.5085,0.13330,0.00000,1.54456, 433.68,   0.00, 495.75, 498.92, 364.58,   0.00,   0.00,   0.00,   0.00,   0.00,10267.22,1162071.10,   0.00,   0.00,   0.00,2186.07
274,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6493,46.2315,22525.99,7926.22,   0.00,40.4209,0.13864,0.00000,1.60367, 437.83,   0.00, 494.69, 509.87, 363.79,   0.00,   0.00,   0.00,   0.00,   0.00,11740.16,1185042.96,   0.00,   0.00,   0.00,2219.96
275,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6289,46.6794,22729.00,8003.00,   0.00,40.3775,0.13783,0.00000,1.60665, 442.06,   0.00, 494.17, 520.84, 363.40,   0.00,   0.00,   0.00,   0.00,   0.00,11143.41,1202641.25,   0.00,   0.00,   0.00,2254.16
276,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6240,47.1492,22934.42,8083.55,   0.00,40.3224,0.12573,0.00000,1.50883, 446.20,   0.00, 493.51, 531.86, 362.90,   0.00,   0.00,   0.00,   0.00,   0.00,9101.55,1254500.43,   0.00,   0.00,   0.00,2288.66
277,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6683,47.6634,23148.98,8171.72,   0.00,40.3043,0.12597,0.00000,1.52113, 450.46,   0.00, 493.30, 542.91, 362.74,   0.00,   0.00,   0.00,   0.00,   0.00,8546.82,1271522.96,   0.00,   0.00,   0.00,2323.49
278,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6620,48.1555,23359.47,8256.07,   0.00,40.2545,0.12432,0.00000,1.51730, 454.64,   0.00, 492.70, 553.91, 362.29,   0.00,   0.00,   0.00,   0.00,   0.00,8546.82,1281714.86,   0.00,   0.00,   0.00,2358.63
279,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6487,48.6538,23571.24,8341.52,   0.00,40.2448,0.12893,0.00000,1.56909, 458.90,   0.00, 492.60, 564.86, 362.20,   0.00,   0.00,   0.00,   0.00,   0.00,9111.87,1290172.91,   0.00,   0.00,   0.00,2394.09
280,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6566,49.1804,23787.71,8431.79,   0.00,40.2110,0.11614,0.00000,1.46647, 463.09,   0.00, 492.20, 575.90, 361.90,   0.00,   0.00,   0.00,   0.00,   0.00,6864.26,1306865.42,   0.00,   0.00,   0.00,2429.88
281,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.6277,49.6937,24001.79,8519.80,   0.00,40.1535,0.11347,0.00000,1.45375, 467.24,   0.00, 491.52, 586.90, 361.38,   0.00,   0.00,   0.00,   0.00,   0.00,6587.43,1317819.69,   0.00,   0.00,   0.00,2465.98
282,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.5213,50.1631,24207.18,8600.27,   0.00,40.1319,0.12704,0.00000,1.58451, 471.41,   0.00, 491.27, 597.73, 361.19,   0.00,   0.00,   0.00,   0.00,   0.00,9111.87,1346499.09,   0.00,   0.00,   0.00,2502.40
283,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,68.1148,50.4231,24376.53,8644.85,   0.00,40.0624,0.15590,0.00000,1.85483, 475.51,   0.00, 490.44, 608.14, 360.56,   0.00,   0.00,   0.00,   0.00,   0.00,15684.49,1348188.00,   0.00,   0.00,   0.00,2539.06
284,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,67.8809,50.8188,24570.65,8712.70,   0.00,40.0596,0.14553,0.00000,1.77122, 479.73,   0.00, 490.42, 618.71, 360.54,   0.00,   0.00,   0.00,   0.00,   0.00,12632.53,1353137.20,   0.00,   0.00,   0.00,2576.02
285,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,67.6442,51.2237,24766.11,8782.11,   0.00,40.0316,0.13979,0.00000,1.73017, 483.91,   0.00, 490.10, 629.29, 360.28,   0.00,   0.00,   0.00,   0.00,   0.00,11740.16,1358951.31,   0.00,   0.00,   0.00,2613.27
286,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,67.3874,51.6238,24960.96,8850.71,   0.00,40.0423,0.14608,0.00000,1.79670, 488.15,   0.00, 490.25, 639.80, 360.38,   0.00,   0.00,   0.00,   0.00,   0.00,12632.53,1363904.25,   0.00,   0.00,   0.00,2650.81
287,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,66.9947,51.9301,25139.60,8903.23,   0.00,40.0254,0.15577,0.00000,1.89434, 492.34,   0.00, 490.06, 650.13, 360.23,   0.00,   0.00,   0.00,   0.00,   0.00,15062.34,1366414.33,   0.00,   0.00,   0.00,2688.62
288,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,66.5104,52.1746,25306.23,8945.13,   0.00,39.9601,0.15678,0.00000,1.91407, 496.43,   0.00, 489.28, 660.36, 359.64,   0.00,   0.00,   0.00,   0.00,   0.00,15996.89,1369005.25,   0.00,   0.00,   0.00,2726.68
289,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,66.2383,52.5945,25503.15,9017.13,   0.00,39.9389,0.13671,0.00000,1.74333, 500.57,   0.00, 489.04, 670.82, 359.45,   0.00,   0.00,   0.00,   0.00,   0.00,11143.41,1375279.21,   0.00,   0.00,   0.00,2765.04
290,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,65.9495,53.0136,25699.78,9088.98,   0.00,39.9217,0.13245,0.00000,1.71548, 504.68,   0.00, 488.85, 681.26, 359.29,   0.00,   0.00,   0.00,   0.00,   0.00,10551.13,1509330.69,   0.00,   0.00,   0.00,2803.68
291,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,65.8305,53.5821,25923.63,9186.45,   0.00,39.9453,0.10696,0.00000,1.49913, 508.90,   0.00, 489.17, 692.03, 359.51,   0.00,   0.00,   0.00,   0.00,   0.00,4972.10,1521981.49,   0.00,   0.00,   0.00,2842.67
292,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,65.6845,54.1451,26146.42,9282.98,   0.00,39.9423,0.10155,0.00000,1.46191, 513.05,   0.00, 489.15, 702.80, 359.48,   0.00,   0.00,   0.00,   0.00,   0.00,4194.86,1535397.07,   0.00,   0.00,   0.00,2881.99
293,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,65.5521,54.7352,26373.95,9384.14,   0.00,39.9777,0.10004,0.00000,1.45893, 517.29,   0.00, 489.61, 713.60, 359.80,   0.00,   0.00,   0.00,   0.00,   0.00,3681.52,1549343.55,   0.00,   0.00,   0.00,2921.65
294,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,65.3373,55.2737,26591.15,9476.46,   0.00,39.9611,0.10528,0.00000,1.51594, 521.42,   0.00, 489.43, 724.25, 359.65,   0.00,   0.00,   0.00,   0.00,   0.00,4972.10,1561803.03,   0.00,   0.00,   0.00,2961.63
295,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,65.0619,55.7768,26802.16,9562.72,   0.00,39.9445,0.10987,0.00000,1.56694, 525.49,   0.00, 489.25, 734.79, 359.50,   0.00,   0.00,   0.00,   0.00,   0.00,6048.45,1629170.99,   0.00,   0.00,   0.00,3001.93
296,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,64.8494,56.3493,27025.25,9660.88,   0.00,39.9435,0.09418,0.00000,1.43853, 529.63,   0.00, 489.26, 745.50, 359.49,   0.00,   0.00,   0.00,   0.00,   0.00,2939.26,1643677.90,   0.00,   0.00,   0.00,3042.57
297,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,64.5928,56.9011,27244.66,9755.49,   0.00,39.9168,0.09458,0.00000,1.45264, 533.72,   0.00, 488.96, 756.14, 359.25,   0.00,   0.00,   0.00,   0.00,   0.00,3178.11,1657931.38,   0.00,   0.00,   0.00,3083.53
298,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,64.3293,57.4631,27467.31,9851.83,   0.00,39.9520,0.10559,0.00000,1.56028, 537.92,   0.00, 489.41, 766.69, 359.57,   0.00,   0.00,   0.00,   0.00,   0.00,4717.24,1670854.33,   0.00,   0.00,   0.00,3124.83
299,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,63.9178,57.9095,27669.99,9928.36,   0.00,39.9805,0.13015,0.00000,1.78818, 542.05,   0.00, 489.78, 776.91, 359.82,   0.00,   0.00,   0.00,   0.00,   0.00,9692.32,1769184.64,   0.00,   0.00,   0.00,3166.43
300,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,63.5013,58.3655,27873.21,10006.55,   0.00,39.9978,0.13099,0.00000,1.80568, 546.23,   0.00, 490.02, 787.10, 359.98,   0.00,   0.00,   0.00,   0.00,   0.00,9692.32,1778965.96,   0.00,   0.00,   0.00,3208.33
301,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,63.1060,58.8570,28082.36,10090.81,   0.00,39.9933,0.11838,0.00000,1.70354, 550.36,   0.00, 489.99, 797.38, 359.94,   0.00,   0.00,   0.00,   0.00,   0.00,7412.60,1795013.93,   0.00,   0.00,   0.00,3250.55
302,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,62.7666,59.4184,28303.38,10187.06,   0.00,39.9864,0.08724,0.00000,1.43856, 554.43,   0.00, 489.93, 807.94, 359.88,   0.00,   0.00,   0.00,   0.00,   0.00,1987.77,1931272.80,   0.00,   0.00,   0.00,3250.55
303,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,62.4435,60.0139,28530.44,10289.16,   0.00,39.9994,0.08281,0.00000,1.40962, 558.57,   0.00, 490.12, 818.56, 359.99,   0.00,   0.00,   0.00,   0.00,   0.00,1098.20,1948851.11,   0.00,   0.00,   0.00,3250.55
304,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,62.0591,60.5706,28750.68,10384.60,   0.00,39.9783,0.09024,0.00000,1.48599, 562.64,   0.00, 489.89, 829.02, 359.80,   0.00,   0.00,   0.00,   0.00,   0.00,2452.70,1963857.27,   0.00,   0.00,   0.00,3250.55
305,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,61.6211,61.0925,28966.48,10474.08,   0.00,40.0202,0.11730,0.00000,1.73519, 566.84,   0.00, 490.43, 839.21, 360.18,   0.00,   0.00,   0.00,   0.00,   0.00,6864.26,1974660.27,   0.00,   0.00,   0.00,3250.55
306,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,61.1736,61.6244,29182.52,10565.27,   0.00,40.0155,0.10373,0.00000,1.62551, 570.93,   0.00, 490.39, 849.47, 360.14,   0.00,   0.00,   0.00,   0.00,   0.00,4717.24,1987416.67,   0.00,   0.00,   0.00,3250.55
307,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,60.7791,62.2292,29411.17,10668.96,   0.00,40.0518,0.08338,0.00000,1.45547, 575.11,   0.00, 490.86, 859.97, 360.47,   0.00,   0.00,   0.00,   0.00,   0.00,1098.20,2003809.57,   0.00,   0.00,   0.00,3250.55
308,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,60.2804,62.7483,29625.01,10757.95,   0.00,40.0571,0.10980,0.00000,1.69952, 579.22,   0.00, 490.96, 870.10, 360.51,   0.00,   0.00,   0.00,   0.00,   0.00,5766.94,2015521.93,   0.00,   0.00,   0.00,3250.55
309,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,59.6698,63.1689,29821.79,10830.07,   0.00,40.0277,0.12811,0.00000,1.87199, 583.27,   0.00, 490.62, 879.96, 360.25,   0.00,   0.00,   0.00,   0.00,   0.00,9692.32,2023289.80,   0.00,   0.00,   0.00,3250.55
310,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,59.0478,63.5933,30019.42,10902.83,   0.00,40.0407,0.13432,0.00000,1.93720, 587.39,   0.00, 490.81, 889.75, 360.37,   0.00,   0.00,   0.00,   0.00,   0.00,10551.13,2030228.63,   0.00,   0.00,   0.00,3250.55
311,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,58.3832,63.9885,30211.90,10970.58,   0.00,40.0273,0.13569,0.00000,1.95943, 591.46,   0.00, 490.67, 899.45, 360.25,   0.00,   0.00,   0.00,   0.00,   0.00,11143.41,2036560.67,   0.00,   0.00,   0.00,3250.55
312,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,57.7144,64.3946,30406.63,11040.21,   0.00,40.0590,0.14090,0.00000,2.01549, 595.60,   0.00, 491.09, 909.12, 360.53,   0.00,   0.00,   0.00,   0.00,   0.00,11740.16,2042350.21,   0.00,   0.00,   0.00,3250.55
313,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,57.0563,64.8303,30606.29,11114.91,   0.00,40.0886,0.13079,0.00000,1.93442, 599.67,   0.00, 491.48, 918.84, 360.80,   0.00,   0.00,   0.00,   0.00,   0.00,9973.96,2079489.43,   0.00,   0.00,   0.00,3250.55
314,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,56.4685,65.3652,30823.05,11206.63,   0.00,40.1289,0.11394,0.00000,1.79415, 603.83,   0.00, 492.00, 928.76, 361.16,   0.00,   0.00,   0.00,   0.00,   0.00,6312.23,2092707.86,   0.00,   0.00,   0.00,3250.55
315,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,55.8966,65.9420,31046.83,11305.51,   0.00,40.1501,0.09096,0.00000,1.60096, 607.92,   0.00, 492.29, 938.87, 361.35,   0.00,   0.00,   0.00,   0.00,   0.00,2461.28,2113759.96,   0.00,   0.00,   0.00,3250.55
316,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,55.2910,66.5034,31267.84,11401.76,   0.00,40.1511,0.09001,0.00000,1.60264, 611.95,   0.00, 492.32, 948.93, 361.36,   0.00,   0.00,   0.00,   0.00,   0.00,2461.28,2137996.90,   0.00,   0.00,   0.00,3250.55
317,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,54.6648,67.0635,31488.81,11497.78,   0.00,40.1728,0.10148,0.00000,1.71389, 616.06,   0.00, 492.62, 958.87, 361.55,   0.00,   0.00,   0.00,   0.00,   0.00,4194.86,2151329.81,   0.00,   0.00,   0.00,3250.55
318,  21.39,  21.39,  21.39,  21.39,  21.39,  21.39,53.9761,67.5711,31699.33,11584.80,   0.00,40.1643,0.10813,0.00000,1.78257, 620.06,   0.00, 492.54, 968.65, 361.48,   0.00,   0.00,   0.00,   0.00,   0.00,5776.61,2170087.25,   0.00,   0.00,   0.00,3250.55
319,  11.11,  21.39,  21.39,  21.39,  21.39,  21.39,53.2309,68.0290,   0.00,   0.00,31800.75,40.1981,0.13228,0.00000,2.00633,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,2457.13,9973.96,   0.00,2177655.75,   0.00,   0.00,3250.55
320,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 0.1448, 0.0000, 323.34, 193.90,   0.00, 2.3212,0.11768,0.00000,1.03729,   4.62,   0.00,  29.02,   1.01,  20.89,   0.00,   0.00,   0.00,   0.00,   0.00,9401.46,86527.75,   0.00,   0.00,   0.00,3250.55
321,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 0.5680, 0.0000, 663.55, 404.50,   0.00, 4.5709,0.09923,0.00000,0.87396,   9.29,   0.00,  57.14,   2.26,  41.14,   0.00,   0.00,   0.00,   0.00,   0.00,5506.56,100581.89,   0.00,   0.00,   0.00,3250.55
322,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 1.2335, 0.0000,1014.11, 625.75,   0.00, 6.6953,0.06349,0.00000,0.55798,  13.91,   0.00,  83.69,   3.88,  60.26,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,126115.91,   0.00,   0.00,   0.00,3250.55
323,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 2.0850, 0.0000,1364.54, 847.12,   0.00, 8.6895,0.04698,0.00000,0.41223,  18.46,   0.00, 108.62,   5.67,  78.21,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,145631.98,   0.00,   0.00,   0.00,3250.55
324,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 3.1001, 0.0000,1714.64,1069.35,   0.00,10.6053,0.04733,0.00000,0.41621,  23.01,   0.00, 132.57,   7.46,  95.45,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,163011.53,   0.00,   0.00,   0.00,3250.55
325,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 4.2255, 0.0000,2060.43,1287.61,   0.00,12.4050,0.04671,0.00000,0.41193,  27.48,   0.00, 155.06,   9.23, 111.64,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,186372.36,   0.00,   0.00,   0.00,3250.55
326,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 5.5048, 0.0000,2415.40,1513.66,   0.00,14.1863,0.03506,0.00000,0.30781,  32.06,   0.00, 177.33,  11.20, 127.68,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,220353.41,   0.00,   0.00,   0.00,3250.55
327,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 6.8628, 0.0000,2768.06,1737.76,   0.00,15.8584,0.02196,0.00000,0.19005,  36.56,   0.00, 198.23,  13.29, 142.73,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,249921.03,   0.00,   0.00,   0.00,3250.55
328,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 8.3224, 0.0000,3123.02,1964.26,   0.00,17.4841,0.02380,0.00000,0.20813,  41.10,   0.00, 218.55,  15.39, 157.36,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,267520.04,   0.00,   0.00,   0.00,3250.55
329,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11, 9.7924, 0.0000,3467.58,2180.90,   0.00,19.0028,0.05329,0.00000,0.47590,  45.54,   0.00, 237.54,  17.12, 171.03,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,302288.91,   0.00,   0.00,   0.00,3250.55
330,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,11.2553, 0.0000,3800.17,2387.37,   0.00,20.4028,0.06777,0.00000,0.60586,  49.85,   0.00, 255.04,  18.64, 183.63,   0.00,   0.00,   0.00,   0.00,   0.00, 682.57,390979.83,   0.00,   0.00,   0.00,3250.55
331,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,12.7780, 0.0000,4134.69,2595.96,   0.00,21.7741,0.07031,0.00000,0.62960,  54.19,   0.00, 272.18,  20.17, 195.97,   0.00,   0.00,   0.00,   0.00,   0.00, 886.93,417496.07,   0.00,   0.00,   0.00,3250.55
332,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,14.2982, 0.0000,4462.92,2798.75,   0.00,23.0460,0.07516,0.00000,0.67395,  58.45,   0.00, 288.08,  21.61, 207.41,   0.00,   0.00,   0.00,   0.00,   0.00,1756.66,433127.99,   0.00,   0.00,   0.00,3250.55
333,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,15.8841, 0.0000,4796.42,3005.73,   0.00,24.3218,0.08018,0.00000,0.71961,  62.78,   0.00, 304.02,  23.06, 218.90,   0.00,   0.00,   0.00,   0.00,   0.00,2222.74,448502.33,   0.00,   0.00,   0.00,3250.55
334,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,17.4775, 0.0000,5128.37,3211.74,   0.00,25.5089,0.06897,0.00000,0.62159,  67.00,   0.00, 318.86,  24.60, 229.58,   0.00,   0.00,   0.00,   0.00,   0.00, 682.57,467400.24,   0.00,   0.00,   0.00,3250.55
335,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,19.1382, 0.0000,5466.60,3424.29,   0.00,26.6856,0.05701,0.00000,0.51683,  71.26,   0.00, 333.57,  26.31, 240.17,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,528611.82,   0.00,   0.00,   0.00,3250.55
336,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,20.7021, 0.0000,5785.66,3619.59,   0.00,27.7599,0.08881,0.00000,0.80019,  75.37,   0.00, 347.00,  27.62, 249.84,   0.00,   0.00,   0.00,   0.00,   0.00,3937.01,558493.06,   0.00,   0.00,   0.00,3250.55
337,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,22.2911, 0.0000,6108.56,3819.35,   0.00,28.7539,0.06660,0.00000,0.60478,  79.36,   0.00, 359.42,  29.15, 258.79,   0.00,   0.00,   0.00,   0.00,   0.00, 493.43,577402.80,   0.00,   0.00,   0.00,3250.55
338,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,23.9228, 0.0000,6435.07,4023.01,   0.00,29.7355,0.06333,0.00000,0.57704,  83.39,   0.00, 371.69,  30.75, 267.62,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,594835.72,   0.00,   0.00,   0.00,3250.55
339,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,25.4888, 0.0000,6750.66,4216.43,   0.00,30.6402,0.07945,0.00000,0.72147,  87.29,   0.00, 383.00,  32.13, 275.76,   0.00,   0.00,   0.00,   0.00,   0.00,2461.28,611789.52,   0.00,   0.00,   0.00,3250.55
340,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,27.1664, 0.0000,7082.56,4425.17,   0.00,31.5655,0.04663,0.00000,0.43147,  91.27,   0.00, 394.57,  33.95, 284.09,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,629412.91,   0.00,   0.00,   0.00,3250.55
341,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,28.8185, 0.0000,7410.84,4630.93,   0.00,32.4213,0.04188,0.00000,0.39061,  95.13,   0.00, 405.27,  35.80, 291.79,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,647022.67,   0.00,   0.00,   0.00,3250.55
342,  11.11,  11.11,  11.11,  11.11,  11.11,  11.11,30.4925, 0.0000,7739.75,4838.98,   0.00,33.2585,0.03216,0.00000,0.30407,  98.97,   0.00, 415.73,  37.77, 299.33,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,671683.54,   0.00,   0.00,   0.00,3250.55
